"","ID","URL","Title","body","Country","Group","Protest","Protest_Type","Discrim","Discrim_Type"
"11",71,"https://www.youtube.com/watch?v=NPOwDnoRWco","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"12",77,"https://www.youtube.com/watch?v=euxvlUPugac","Alan Vo Ford help the first Vietnamese mayor Ta Duc Tri fundraising without any regrets :)))))))))))","","none","vietnamese",0,0,0,0
"13",79,"https://www.youtube.com/watch?v=b-_zOlErpDo","Vietnamese art, culture, dance and performances by various schools, scouts in America","","none","vietnamese",0,0,0,0
"14",95,"https://www.youtube.com/watch?v=NPb6RoUzJWg","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"15",96,"https://www.youtube.com/watch?v=1swy5PXuGgo","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"16",97,"https://www.youtube.com/watch?v=gK6Sr99rUho","Alan Vo Ford help the first Vietnamese mayor Ta Duc Tri fundraising without any regrets :)))))))))))","","none","vietnamese",0,0,0,0
"17",104,"https://www.youtube.com/watch?v=qM9xjT49zJI","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"18",107,"https://www.youtube.com/watch?v=oO22jjiY7R4","Alan Vo Ford help the first Vietnamese mayor Ta Duc Tri fundraising without any regrets :)))))))))))","","none","vietnamese",0,0,0,0
"19",111,"https://www.youtube.com/watch?v=_IxkR3D0R2I","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"20",117,"https://www.youtube.com/watch?v=HTHDNwR3on8","Vietnamese art, culture, dance and performances by various schools, scouts in America","","none","vietnamese",0,0,0,0
"21",118,"https://www.youtube.com/watch?v=se9RPFlDbGM","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"22",124,"https://www.youtube.com/watch?v=rjkFIMRveQE","Alan Vo Ford community/charity work with Vietnamese Little Saigon Tet Parade, largest in the world","","none","vietnamese",0,0,0,0
"23",132,"https://www.claytonutz.com/knowledge/2020/march/clayton-utz-advises-vietnamese-agribusiness-on-milestone-130-million-investment-into-australia","Media Release: Clayton Utz advises Vietnamese agribusiness on milestone $130 million investment into Australia",".st0 { fill: #000004; } .st1 { fill: #FFFFFF; } .st2 { display: none; } .st3 { display: inline; fill: none; } Search Skip to main content You are here: 06 Mar 2020 Darwin, 6 March 2020: With Clayton Utz as legal advisers, Vietnamese owned Clean Agriculture and International Tourism (CAIT) has now successfully completed its acquisition of three cattle stations from private cattle producer Consolidated Pastoral Company. Announced to the market in January 2019, the $130 million deal represents the largest investment in Australia by a Vietnamese business to date. Clayton Utz partner Margie Michaels led the firm's advisory team, which included special counsel Scott Girdler, senior associate Tatiane Kelly and Lauren Evans, lawyer. The transaction is an example of strong foreign appetite for premium agricultural assets with long-term growth potential. CAIT has acquired two Northern Territory properties – the Auvergne and Newry Stations in the Victoria River district, south-west of Darwin – and the Argyle Downs Station in the East Kimberly region of Western Australia. Combined, the stations span more than 740,000 hectares of land. Other assets included in the sale are more than 50,000 head of cattle and station plant and equipment. CAIT is considering plans to diversify the stations, which have been mainly used for breeding and growing cattle, into high-value cropping and other non-pastoral use. Get in touch information is loading Clayton Utz communications are intended to provide commentary and general information. They should not be relied upon as legal advice. Formal legal advice should be sought in particular transactions or on matters of interest arising from this communication. Persons listed may not be admitted in all States and Territories. Related knowledge information is loading Copyright © 2022 Clayton Utz","AUS","none",0,0,0,0
"24",133,"https://www.youtube.com/watch?v=IUHFGPB2mRA","Vietnamese art, culture, dance and performances by various schools, scouts in America","","none","vietnamese",0,0,0,0
"25",135,"https://www.youtube.com/watch?v=BkSofeSpSjo","Vietnamese art, culture, dance and performances by various schools, scouts in America","","none","vietnamese",0,0,0,0
"26",142,"http://vietnamnews.vn/society/715497/vietnamese-students-in-australia-struggle-amid-pandemic.html","Vietnamese students in Australia struggle amid pandemic","Khoa Thư BRISBANE — Vũ Bình may return to Việt Nam before getting his master's degree certificate from Australia’s Queensland University of Technology (QTU) as commencement has been indefinitely delayed. The COVID-19 pandemic has also forced the 25-year-old student from Hà Nội to reconsider his post-graduation plans. “The post-study work visas allow international students like me to temporarily live, work and study in Australia for two to four years after graduating from local higher education institutes,” Bình told Việt Nam News. “However, observing the current situation, even Australian nationals are at risk of job loss. The labour market is off-kilter and I cannot be certain about my plans anymore,” he added. Some 236,000 domestic students will get an AU$550 (US$350) allowance per fortnight as part of a stimulus package in response to the coronavirus introduced by the Australian government in March. Whether international students will get similar support remains to be seen. “We do not care much about the allowance,” he said. “What international students really want is a tuition fee reduction.” “It is a significant gap between studying online and off. Staying at home means we cannot enjoy on-campus facilities we have already paid for, especially those who major in graphic design who need iMacs at school to do their blueprints.” Among some 31,000 Vietnamese students in Australia, many have their tuition fees paid by their families and cover their own living expenses by working part-time at shopping centres, restaurants or hotels. Since the services sector, which contributes more than 60 per cent to Australia’s GDP, is being hit hard by the pandemic, Vietnamese students have lost their earning power. “I work for a company focusing on event evaluation. Since all mass gatherings are banned, the company has halted all its activities,” said Bình. “As far as I know, grocery stores and supermarkets are recruiting some more 7,000 employees due to higher shopping demand. However, the opportunity to be hired is extremely slim as many people are applying,” he added. The situation is critical for those in Australia with their families. Vương Anh, a PhD candidate at the University of Canberra, said his wife, who works in the hospitality industry, had to take unpaid leave. “She may retain her job when everything is back to normal. My company, however, has had its contracts withdrawn so basically I lost my [part-time] job,” said Anh. Some 100 responders to a survey of QTU’s Student Union on COVID-19's impacts said they were carrying onerous financial burdens. A tuition fee reduction proposal has been filed to the school’s directing board. “However, it is not practical,” said Diệu Linh, an undergraduate student at QTU. “Lecturers are doing their best to deliver knowledge through online platforms. Instead of a tuition fee reduction, I think the university will offer financial assistance packages for students in need,” Linh added. “There are also changes in grading. If you fail a subject, the result will not be recorded in your transcript. You can retake the course and sit another exam later,” she said.  Privilege of stillness Phương Lương, who received an Australia Awards Scholarship to take a master's degree at Flinders University, said the school developed a student support package of AU$12.5 million ($7.9 million) to reduce the financial burden and help students focus on their studies. “In addition to financial problems, I think many Vietnamese students in Australia are suffering poor mental wellbeing in a time of uncertainty with their future plans turning upside down,” Lương said. “This reality was hard to accept even for a scholarship recipient like me. During the first week of online studying, I had a bizarre feeling that it was like staying home in Việt Nam and taking courses on Coursera.” “I have learnt to accept the status quo and regained motivation by thinking of the privilege of stillness: staying safe in Australia, getting a monthly stipend from the award's fund and paying due attention to my studies,” she added. For Bình, his graduation project on sugar market research is not going as he wanted. His group of seven members are scattered around Brisbane because of the school closure while not everybody can switch to online platforms quickly. “It takes a whole day for a message to be replied to,” said Bình. “Our motivation is being chipped away, day after day.” “Job loss, social distancing boredom, unfinished plans and unstable futures put international students under enormous pressure,” he added. The Australian Prime Minister Scott Morrison added fuel to the fire by stating international students who could not support themselves should go home in early April. ""People should know though, particularly for students, all students who come to Australia in their first year have to give a warranty that they are able to support themselves for the first 12 months of their study,"" he said. ""If they're not in a position to be able to support themselves, then there is the alternative for them to return to their home countries."" The statement caused dismay and triggered an uproar among the Vietnamese student community. “It was rational for the PM to state so,” said Vương Anh. “However, the timing was bad since the announcement was made right after universities’ census dates. Many international students, who had just paid tuition fees, might feel like they are being betrayed,” he added. Both Việt Nam and Australia have tightened their borders to contain the disease, making it extremely difficult for international students to leave, Vương Anh said. “It hurt to hear,” said Diệu Linh. “I know that Australia does not have any responsibility to financially assist international students and we do not ask them to have any support in terms of money. We need encouragement to overcome these troubling times,” she said. In the discussion with his Australian counterpart on April 9, Vietnamese Prime Minister Nguyễn Xuân Phúc asked the Australian government to support Vietnamese students, helping them feel safe to continue their studies. Responding the request, PM Morrison said the Australian government would create favourable conditions for Vietnamese students to continue studying in Australia. Amid the pandemic, local Vietnamese communities in Australia have lent a helping hand. “Any Vietnamese student applying for the fund will receive 20kg of rice and two cartons of instant noodles,” Linh said. “I’ve got grocery store vouchers and rice,” said Vương Anh. “The Vietnamese community calls for people to donate food and sew facemasks for vulnerable groups as a way to express solidarity.” As of Sunday, Australia confirmed more than 6,600 COVID-19 infections including 4,230 recoveries. More than 1 per cent of Australia’s population has been tested for SARS-CoV-2. “I feel relieved that either in Australia or in Việt Nam, the situation seems to be under control,” said Lương. “I encourage myself to stay safe, stay calm, stay healthy, and focus solely on my work.” “Whenever calling home, I wish my parents the same. During this time, in case of any incident, I may not be by their side as quick as I want to be,” she said. — VNS         Copyrights 2012 Viet Nam News, All rights reserved .Add:79 Ly Thuong Kiet Street, Ha Noi, Viet Nam. Editor_In_Chief: Trinh Thanh Thuy Tel: 84-24-39332316; Fax: 84-24-39332311 E-mail: vnnews@vnagency.com.vn Publication Permit: 381/GP-BTTTT.","AUS","vietnamese",0,0,0,0
"27",144,"https://www.youtube.com/watch?v=0U0FjKQBwB0","Alan Vo Ford (Alan Tuan) singing DÆ° Ã¢m, a vietnamese song, Thank you for SUBSCRIBE friends","","none","none",0,0,0,0
"28",146,"http://vietnamnews.vn/economy/674602/australia-initiates-anti-dumping-investigation-on-vietnamese-steel-products.html","Australia initiates anti-dumping investigation on Vietnamese steel products"," HÀ NỘI — The Australian Anti-dumping Commission has launched anti-dumping and anti-subsidy investigations on steel pipe products which originate from China, South Korea, Taiwan, and Việt Nam. The information was released by the Trade Remedies Authority under Viet Nam's Ministry of Industry and Trade. Certain electric resistance welded pipes and tubes made of carbon steel, whether or not including alloys, comprising circular, rectangular and square hollow sections in metallic-coated and non-metallic coated finishes are subject to the investigations. Non-metallic finishes that include hot-rolled and cold-rolled are also being investigated. The investigations were launched following a request from Orrcon Manufacturing Pty Ltd Company. The anti-dumping and anti-subsidy investigations will look at imports in 2019, while the period of investigating and assessing damage being considered is from January 1, 2016, to the present. The Trade Remedies Authority said Vietnamese companies related to the lawsuit included Chính Đại Steel Technology Company, Vina One Steel Manufacturing Corporation and Tây Nam Steel Manufacturing and Trading Company. According to an announcement from ADC, the investigations were initiated on March 31. It asked relevant firms to submit the questionairre before May 7. The Việt Nam Remedies Authority recommends relevant producers and exporters co-operate with the Australian commission during their review, including participating in on-site investigations to verify the content in the answer sheet. Businesses could also seek lawyers and consultants who have expertise in the field of trade defence in Australia. They can also work with the Việt Nam Remedies Authority and associations to have timely support. — VNS  STC Copyrights 2012 Viet Nam News, All rights reserved .Add:79 Ly Thuong Kiet Street, Ha Noi, Viet Nam. Editor_In_Chief: Trinh Thanh Thuy Tel: 84-24-39332316; Fax: 84-24-39332311 E-mail: vnnews@vnagency.com.vn Publication Permit: 381/GP-BTTTT.","AUS","none",0,0,0,0
"29",151,"https://www.youtube.com/watch?v=TXQHMOocGC8","Alan Vo Ford (Alan Tuan) singing KhÃºc Thá»¥y Du, a Vietnamese song, Thank you for SUBSCRIBE friends","","none","none",0,0,0,0
"30",152,"https://www.youtube.com/watch?v=JJzAUo7gzNI","MUST EAT VIETNAMESE MEAT ROLL Banh Mi NHU LAN in AUSTRALIA - Adelaide Foodie","","none","none",0,0,0,0
"31",157,"https://www.google9ja.com/2020/05/qut-creative-industries-international.html","QUT Creative Industries International funding for Vietnamese Students in Australia","The Queensland University of Technology is providing the Creative Industries International funding for students who want to pursue their hi... The Queensland University of Technology is providing the Creative Industries International funding for students who want to pursue their higher studies from a reputable university in Australia. This is a competitive program targeted to remove financial hurdles which may be preventing deserving Vietnamese students from earning an education at QUT. Summary Nice chance for Vietnamese Students in Australia. The Queensland University of Technology in short QUT is a research-based university that was officially opened in 1849 as Brisbane School of Arts. The institute is known for its world-class infrastructure, recreational and athletic facilities and education programs. Why at the Queensland University of Technology? Considering QUT for earning an education is one of the great options for any student. At this university, there are best lecturers, advanced technology and learning spaces, flexible study option and several lucrative courses. Application Deadline: December 6, 2020 All the candidates will receive:     ","AUS","vietnamese",0,0,0,0
"32",158,"http://applyscholarship.website/qut-creative-industries-international-funding-for-vietnamese-students-in-australia/","QUT Creative Industries International funding for Vietnamese Students in Australia","","none","none",0,0,0,0
"33",170,"https://en.nhandan.com.vn/society/item/8728502-vietnamese-citizens-brought-home-from-australia-and-new-zealand.html","Vietnamese citizens brought home from Australia and New Zealand","NDO – Nearly 340 Vietnamese citizens were brought home from Australia and New Zealand on June 2 under the coordination of Vietnam’s relevant agencies, the Vietnamese Embassies in Australia and New Zealand, national flag carrier Vietnam Airlines and the relevantauthorities of the two countries. They included under-18s and elderly people, those with illnesses, and tourists who had been stuck there. Upon arriving at Tan Son Nhat International Airport in Ho Chi Minh City, all the passengers and flight crew underwent health checks and were put into quarantine in line with Vietnam’s regulations on COVID-19 prevention and control. Based on citizens’ wishes, the local quarantine capacity, as well as the pandemic’s developments, authorities and airlines will continue to conduct flights to repatriate more Vietnamese citizens in the time ahead.","AUS","vietnamese",0,0,0,0
"34",186,"https://en.nhandan.com.vn/society/item/8838302-over-350-vietnamese-citizens-repatriated-from-australia-new-zealand.html","Over 350 Vietnamese citizens repatriated from Australia, New Zealand","NDO/VNA – More than 350 Vietnamese citizens from Australia and New Zealand were brought home safe and sound on July 3. >>> Vietnamese citizens brought home safely from South Asian nations Vietnamese agencies in and outside the country have coordinated with the national flag carrier Vietnam Airlines, and agencies of Australia and New Zealand to arrange the flight to bring the citizens home. Passengers were mostly children, the elderly, pregnant women, those with illnesses, and workers and students made homeless after their working contracts ended or campus closed. Preventive measures were taken seriously during the flight. After landing at the Tan Son Nhat Airport in Ho Chi Minh City, crew members and passengers had their body temperature checked and went under quarantine as regulated. Under the Prime Minister’s instruction, Vietnamese authorities and representative offices abroad will continue conducting more flights to bring Vietnamese citizens home in the coming time, based on the pandemic developments at home and abroad, the citizens’ aspirations, and quarantine capacity in localities.","AUS","vietnamese",0,0,0,0
"35",187,"https://e.vnexpress.net/news/life/trend/vietnamese-in-australia-face-upheavel-as-lockdown-returns-4128616.html","Vietnamese in Australia face upheavel as lockdown returns - VnExpress International","SubscribeOnly $1.99/ month For Nam Bui, a Melbourne resident for over 10 years, the second lockdown ""resembles a dream since everything got upturned."" Since Wednesday, Melbourne, Australia's second largest city, and capital of Victoria, will be locked down for six weeks as authorities try to prevent a second wave of coronavirus infection following a record rise in daily cases across the state. Restaurants and cafes will only sell takeaway food, while gyms, beauty salons, and cinemas will be closed again. Nearly five million people will no longer be allowed to leave their homes unless it's for grocery shopping, caregiving, exercise or work. The whole state of Victoria was placed under strict lockdown in early March, seriously affecting those working in the hospitality and restaurant industry like Nam as the number of customers fell sharply, leading to a decrease in his income. In mid-May, Nam felt happy and relieved as the Australian government relaxed lockdown measures, allowing restaurants to reopen and his job started returning to normal. However, Victoria has been facing a second Covid-19 outbreak, prompting the government to reimpose a lockdown on metropolitan Melbourne and some parts of the state to contain the flare-up of cases. Australia has so far reported over 9,300 infections and 106 deaths. ""Luckily, I work different shifts at more than one restaurant. My income is still fine even though I'm struggling to survive the pandemic,"" Nam said. Nhung Le Farrell, manager of a restaurant at Melbourne Airport, has not been able to return to work since April 23. Melbourne Airport was planning to resume flights on July 17 when the second lockdown order suddenly changed everything. Victoria closed the border with neighboring New South Wales, isolating itself to curb the spread of the disease. ""I'm sad Melbourne is under lockdown again,"" said Nhung, a resident since 2012. ""95 percent of flights were cut, the airport was empty and restaurants closed their doors because there were no customers."" ""My income has reduced by 90 percent,"" Nhung said, adding as a permanent resident, she was fortunate to receive government support for those affected by the Covid-19 pandemic. Only permanent residents or Australian citizens are eligible for the government support package. Nhung takes advantage of this opportunity to spend most of the time at home with her 3-year-old son. Her husband, a high school teacher, still goes to work because high school seniors must continue their learning program. For many, the Covid-19 pandemic has taken a heavy toll on livelihoods. Lan Huong Tierney, owner of a wedding dress shop in Melbourne, also lives amid worry and stress. ""My shop was closed for several months, reopening just as the new lockdown was imposed,"" Huong said. ""I certainly support the decision to place the city under lockdown since human life comes first. The unemployed, like me, are also supported by the government. However, I am still worried about the future as my income has been greatly reduced."" Huong's husband and children are now studying and working online from home. Prior to the renewed lockdown, her family restricted going out to avoid large crowds, with the Australian government yet to contain the pandemic. ""During the first lockdown, which lasted two months, people rushed to hoard necessities, but this time most only stock up for a week to limit going out,"" she said. Like Huong, Nam now hardly stores any goods as supermarkets remain open. ""It is really sad that Melbourne has to reimpose the lockdown, but it was necessary to completely stamp out the coronavirus outbreak,"" he maintained. Nam blamed the recurrence of the second wave for slack anti-pandemic measures and poor public awareness. Australia only encourages people to wear masks in public, though they scarce and very expensive, at up to $25-30 a box."" I worried about my health amid the Covid-19 outbreak. Hopefully, thanks to strict police inspection, residents will comply with anti-pandemic measures, and the crisis would soon pass,"" Nam added. Huong also wishes the pandemic would end soon, though she accepts she will have to deal with its impacts until that time comes. Subscribe for only $1.99 for first month. Subscribe the VnExpress International Subsidiary of VnExpress License number: 71/GP-CBC, Ministry of Information and Communications, September 22, 2021 © Copyright 1997 VnExpress.net. All rights reserved. Full access to premium content and other articles on multiple devices. Stay informed with our subscriber newsletter.","AUS","vietnamese",0,0,0,0
"36",199,"http://vietnamnews.vn/society/771795/570-vietnamese-citizens-brought-home-from-australia-new-zealand-taiwan.html","570 Vietnamese citizens brought home from Australia, New Zealand, Taiwan"," HÀ NỘI — More than 500 Vietnamese citizens were repatriated from China’s Taiwan and Oceanian countries on August 28-29. A total of 340 Vietnamese citizens were brought home from Australia, New Zealand and Tonga aboard a Vietnam Airlines flight which landed at Nội Bài International Airport in Hà Nội, while another 230 were repatriated on a Vietjet Air flight which arrived in Cần Thơ International Airport in southern Việt Nam. Passengers included children under 18, the elderly, pregnant women, workers with expired labour contracts, stranded tourists, people with illnesses, students having no accommodation, and other disadvantaged cases. Security, safety and hygiene measures were carried out throughout the flights to protect their health and prevent the spread of COVID-19. Upon landing, the returning Vietnamese as well as the flight crew received health checks and were sent to quarantine facilities. More repatriation flights are set to be conducted in the future to bring back Vietnamese citizens with disadvantaged circumstances, depending on their needs and quarantine capacity in the country. — VNS Copyrights 2012 Viet Nam News, All rights reserved .Add:79 Ly Thuong Kiet Street, Ha Noi, Viet Nam. Editor_In_Chief: Trinh Thanh Thuy Tel: 84-24-39332316; Fax: 84-24-39332311 E-mail: vnnews@vnagency.com.vn Publication Permit: 381/GP-BTTTT.","AUS","vietnamese",0,0,0,0
"37",204,"https://www.youtube.com/watch?v=bpdxvWstMrs","VIETNAMESE MUSEUM AUSTRALIA","","none","vietnamese",0,0,0,0
"38",205,"https://www.franchisedirect.com.au/news/food-franchises/rolld-vietnamese/rolld-vietnamese-available-sites-current-opportunities","Roll'd Vietnamese: Available Sites/Current Opportunities | Franchise Direct Australia","   VIC NSW QLD SA WA GOT A PLACE IN MIND? LET US KNOW!","none","none",0,0,0,0
"39",210,"https://www.culturalpulse.com.au/the-coconut-children-by-vivian-pham-reimagining-the-vietnamese-diaspora-in-australia/","â€˜The Coconut Childrenâ€™ by Vivian Pham: Reimagining the Vietnamese diaspora in Australia - CulturalPulse","Follow us: Emerging Vietnamese-Australian writer Vivian Pham reimagines 1998 Cabramatta in her debut novel ‘The Coconut Children.’ Set in summer, before Vivian was born, ‘The Coconut Children’ captures a unique sense of nostalgia that Vivian says came from her experiences in Cabramatta as a child. “I always felt like Cabramatta was already a memory, even though I was living through it and it was still there,” she says, “I felt like the whole suburb was based on people’s memories of what their home country was like.” Vivian says the Cabramatta of her novel may not be accurate to reality, but reflects how she experienced it growing up, and has become her own romanticised manifestation of that time. Photo courtesy of Secret Book Stuff The novel sensitively blends humour with the trauma associated with being a child of Vietnamese immigrants, creating an authentic coming-of-age story which Vivian hopes will be relevant to other Vietnamese Australians. Vivian notes that much of the Vietnamese media identity revolves around trauma and painful historical events and that she wanted to emphasise the importance of laughter and community. Vivian commented that much of her own humour has been shaped by movies she watched with her family growing up and from competing with her sister to be the funniest person in Vietnamese. “[Watching films with your family] substitutes the silence that you feel a lot growing up with migrant parents, the things that they say and the things that they don’t say,” Vivian says, “…and making jokes in another language makes you feel closer to the people who speak it… it makes [you] feel incredibly proud and part of something big.”   Related Stories  ‘The Coconut Children’ is inspired by Vivian’s father and his epic journey as a Vietnamese refugee. Vivian says that unlike her novella in 2017, ‘The Coconut Children’ tells her father’s story from the child’s perspective, which is something that was incredibly freeing for her. “I had more freedom to rewrite the story in my own words and what his journey meant to me,” Vivian says, “I had the freedom to fictionalise it… [which was important because] as children of refugees, you feel that there’s so much you have to remember and if you don’t remember these stories might disappear.” Vivian says that the depth of description in her novel also stems from fears she had being a child of refugees, and in trying to remember everything that happened before she was born so that it would not be forgotten. She says it was important for her characters to “be released from the burden of remembering… and to experience a moment of peace.” ‘The Coconut Children’ is essential reading for those apart of or interested in the Vietnamese diaspora in Australia and is a captivating and refreshing narrative from a talented and thoughtful young author. “The reason it was important for me to get the story down on a page was because I wanted to think of the generational experiences of refugee families… [to look at] what separates us and what brings us together,” Vivian says. This page is powered by the CulturalPulse Micro-Community Platform","AUS","vietnamese",0,0,0,0
"40",222,"https://www.weightwatchers.com/au/recipe/grilled-beef-vietnamese-salad/56c623193c840c5b56776e87","Grilled beef Vietnamese salad | Healthy Recipe | WW Australia","Lean beef sirloin steak 350 g, (2 x 220g) fat trimmed Dry rice noodles 100 g Lime juice 1 tbs Fish sauce 1 tbs Brown sugar 2 tsp Mixed salad leaves 1 cup(s), (30g) Cherry tomatoes 200 g, halved Lebanese cucumber 1 medium, thinly sliced Fresh coriander ½ cup(s), chopped Fresh mint ½ cup(s), leaves Roasted peanuts 2 tbs, unsalted, coarsely chopped Oil spray 1 x 3 second spray(s)  The WW Logo, Wellness that Works, Points and PersonalPoints are trademarks of WW International, Inc. © 2022 WW International, Inc. All rights reserved.","none","none",0,0,0,0
"41",NA,"","","NULL","","",NA,NA,NA,NA
"42",NA,"","","NULL","","",NA,NA,NA,NA
"43",NA,"","","NULL","","",NA,NA,NA,NA
"44",NA,"","","NULL","","",NA,NA,NA,NA
"45",NA,"","","NULL","","",NA,NA,NA,NA
"46",NA,"","","NULL","","",NA,NA,NA,NA
"47",NA,"","","NULL","","",NA,NA,NA,NA
"48",NA,"","","NULL","","",NA,NA,NA,NA
"49",NA,"","","NULL","","",NA,NA,NA,NA
"50",NA,"","","NULL","","",NA,NA,NA,NA
"51",NA,"","","NULL","","",NA,NA,NA,NA
"52",NA,"","","NULL","","",NA,NA,NA,NA
"53",NA,"","","NULL","","",NA,NA,NA,NA
"54",NA,"","","NULL","","",NA,NA,NA,NA
"55",NA,"","","NULL","","",NA,NA,NA,NA
"56",NA,"","","NULL","","",NA,NA,NA,NA
"57",NA,"","","NULL","","",NA,NA,NA,NA
"58",NA,"","","NULL","","",NA,NA,NA,NA
"59",NA,"","","NULL","","",NA,NA,NA,NA
"60",NA,"","","NULL","","",NA,NA,NA,NA
"61",NA,"","","NULL","","",NA,NA,NA,NA
"62",NA,"","","NULL","","",NA,NA,NA,NA
"63",NA,"","","NULL","","",NA,NA,NA,NA
"64",NA,"","","NULL","","",NA,NA,NA,NA
"65",NA,"","","NULL","","",NA,NA,NA,NA
"66",NA,"","","NULL","","",NA,NA,NA,NA
"67",NA,"","","NULL","","",NA,NA,NA,NA
"68",NA,"","","NULL","","",NA,NA,NA,NA
"69",NA,"","","NULL","","",NA,NA,NA,NA
"70",NA,"","","NULL","","",NA,NA,NA,NA
"71",NA,"","","NULL","","",NA,NA,NA,NA
"72",NA,"","","NULL","","",NA,NA,NA,NA
"73",NA,"","","NULL","","",NA,NA,NA,NA
"74",NA,"","","NULL","","",NA,NA,NA,NA
"75",NA,"","","NULL","","",NA,NA,NA,NA
"76",NA,"","","NULL","","",NA,NA,NA,NA
"77",NA,"","","NULL","","",NA,NA,NA,NA
"78",NA,"","","NULL","","",NA,NA,NA,NA
"79",NA,"","","NULL","","",NA,NA,NA,NA
"80",NA,"","","NULL","","",NA,NA,NA,NA
"81",NA,"","","NULL","","",NA,NA,NA,NA
"82",NA,"","","NULL","","",NA,NA,NA,NA
"83",NA,"","","NULL","","",NA,NA,NA,NA
