"","ID","URL","Title","body","Country","Group","Protest","Protest_Type","Discrim","Discrim_Type"
"30",124,"https://poal.co/s/Health/140585","Australia: Fake coronavirus alert warns Queenslanders to avoid areas with high Chinese populations","JavaScript is disabled or this browser is too old I avoided chinks way before this so I'm good Yeah but still, avoid the chinks, 2 weeks incubation and transmissible with no apparent symptoms, then shit gets real Aragorn (O)","AUS","chinese",0,0,0,0
"31",130,"https://www.youtube.com/watch?v=4ypSBJSo5sA","Chinese community counts down to celebrate New Year | Nine News Australia","","AUS","chinese",0,0,0,0
"32",132,"https://unbfacts.fun/sin-categoria/56-million-chinese-on-lockdown-as-virus-spreads-to-australia-malaysia/","56 Million Chinese On Lockdown As Virus Spreads To Australia, Malaysia","NULL","none","none",0,0,0,0
"33",135,"https://www.patreon.com/posts/chinese-high-in-32989581","Chinese High Rollers Hunting Wombats In Australia | A Different View on Patreon","NULL","none","none",0,0,0,0
"34",140,"https://www.patreon.com/posts/australia-has-to-33343922","Australia Has Huge Coronavirus Risk Due To 500,000 Chinese Tourists and Students Arriving In Next Three Months","NULL","none","none",0,0,0,0
"35",142,"https://www.youtube.com/watch?v=IWVq7dPvbyc","Australia Chinese Buddhist Research Centre | Richard Lu","","AUS","chinese",0,0,0,0
"36",150,"https://www.smithandsinger.com.au/fine-furniture--decorative-arts.html","Chinese, Asian & European Fine Art and Decorative arts, Furniture auctions Australia","NULL","none","none",0,0,0,0
"37",151,"https://www.goodmorningamerica.com/news/video/bush-fires-australia-protests-baghdad-chinese-opera-world-68052139","Bush fires in Australia, protests in Baghdad, Chinese opera: World in Photos, Jan. 3","","none","none",0,0,0,0
"38",152,"https://www.youtube.com/watch?v=wj63G3QqW_c","AUSTRALIA VS CHINESE TAIPEI ; AVC WOMENS VOLLEYBALL / TOKYO VOLLEYBALL QUALIFICATION / FULL MATCH","","AUS","none",0,0,0,0
"39",159,"https://guernseypress.com/news/world-news/2020/01/29/chinese-national-football-team-quarantined-in-australia/","Chinese national football team quarantined in Australia","A total of 32 people — including players and staff – will be kept in isolation in a Brisbane hotel until next Wednesday. The Chinese women’s national football team has been quarantined in Australia over concerns about the spread of coronavirus, health officials said. Queensland state chief health officer Jeannette Young said 32 people — including players and staff — had travelled through the virus-hit Chinese city of Wuhan a week ago. The team will be kept in isolation in a Brisbane hotel until next Wednesday. The group arrived in Brisbane on a flight from Shanghai on Tuesday before border officials placed them in isolation. They are travelling with a team doctor and none has shown symptoms. Important health announcement re: #CoronavirusAustraliaIf you’ve recently travelled to mainland China & have flu-like symptoms (fever, cough, sore-throat, shortness of breath) seek medical advice. Tell them your travel history before attending.More info: https://t.co/W3BYPpF1kZ pic.twitter.com/loAA52i2OL — Australian Government Department of Health (@healthgovau) January 29, 2020 The international ski federation on Wednesday cancelled the first World Cup races scheduled for testing the mountain venue for alpine skiing at the 2022 Beijing Olympics. A men’s downhill had been scheduled for February 15 at Yanqing to start a two-race weekend. FIS said in a statement that it would advise later if the downhill and super-G races will be be rescheduled. That followed a decision by the International Hockey Federation (FIH) to postpone Pro League games in China, and qualifiers for the Tokyo Olympics, scheduled in February in football, basketball and boxing, being moved outside China. The Chinese women’s hockey team was due to host Belgium for two games on February 8-9 in Changzhou. Those were postponed on Tuesday by the FIH, citing “current uncertainties around the outbreak of the coronavirus in China”. The governing body said it was “following the recommendations of the World Health Organisation”, ahead of future matches. China is scheduled to host Australia for two games on March 14-15. The biggest upcoming event in China is the Formula One Grand Prix in Shanghai on April 19, which draws large crowds for the race and for practice and qualifying. Olympic qualifying events scheduled in China in February to help decide entries for the Tokyo Games have also been affected in recent days. Women’s football and women’s basketball games were moved to Australia and Serbia. The football games had already previously moved from Wuhan, at the centre of the outbreak, to Nanjing. Boxing tournaments for the Asia and Oceania regions will be held in Jordan in March. Tokyo governor Yuriko Koike acknowledged her concern about the virus ahead of the Olympics. Games organisers put out a statement on Wednesday, saying: “Counter measures against infectious diseases constitute an important part of our plans to host a safe and secure games,” and officials will “carefully monitor any incidence of infectious diseases and we will review any counter measures that may be necessary with all relevant organisations”.","AUS","chinese",0,0,0,0
"40",169,"https://www.taiwannews.com.tw/en/news/3863237","Australia denies using Chinese spy case to in... | Taiwan News","密碼設定成功，請使用新密碼登入 Gary Richard Cowan. (Australian Office Taipei photo) Gary Richard Cowan. (Australian Office Taipei photo) The Australian representative office in Taipei said Tuesday (Jan. 21) that its government's disclosure of a case involving a self-confessed spy from China, who was seeking asylum in Canberra late last year, was not aimed at influencing Taiwan's general elections, as has been alleged. In an exclusive interview with CNA Tuesday, Gary Richard Cowan, head of the Australian Office Taipei, said there was no truth to the allegations that the Australia government or people were seeking to influence Taiwan's election. ""There is no circumstance under which Australia would seek to interfere in an election in Taiwan,"" Cowan said, adding that only the Taiwanese people have the right to choose their leader and decide who should represent them. The case of the self-confessed Chinese spy Wang Liqiang (王立強) was reported in the Sydney Morning Herald and other Australian media outlets last November, during the campaign leading up to Taiwan's presidential and legislative elections on Jan. 11. According to the reports, Wang went to Australia's counter-espionage agency last October with information on how China's intelligence officers had been funding and conducting spying operations in Hong Kong, Taiwan and Australia. China's law enforcement agencies denied the reports, saying Wang was a fugitive wanted for fraud. In Taiwan, some news commentators said the timing of the reports indicated that the Australian government had fed Wang's story to the media in a bid to help Taiwan's President Tsai Ing-wen (蔡英文) win her second term. Cowan, however, said that was not the case, as the Australian government does not take sides in Taiwan politics. ""Australia has had longstanding and good relations with people across the political spectrum in Taiwan for a long time, and we expect that to continue,"" Cowan said. He congratulated Tsai, her running mate Lai Ching-te (賴清德), and all the legislators-elect on their victory and lauded Taiwan's democratic development since its period of martial law ended in 1987. On the question of future cooperation between Australia and Taiwan, Cowan said the focus will be on education, trade, energy and science. This year, he said, the theme of the bilateral relations is ""discover Taiwan, discover Australia,"" as chosen by his office. Meanwhile, Cowan expressed thanks to the Taiwan government for donating 6,000 respirator masks to Australia, which is battling a series of devastating bushfires, and to the Taiwan Red Cross for launching a donation drive. Cowan urged the Taiwanese people to continue visiting, studying, working and investing in Australia, saying those are the best ways to support the country's recovery. ""The emergency is ending,"" he said. ""We are very much open for business and looking forward to welcoming people there."" Updated : 2022-05-19 02:16 GMT+08:00 Taiwan News © 2019 All Rights Reserved.","AUS","none",0,0,0,0
"41",170,"https://www.youtube.com/watch?v=l2zeWPMY3w8","Chinese Garden Of Friendship | Sydney, Australia - 3rd January 2020","","AUS","none",0,0,0,0
"42",173,"https://brudirect.com/news.php?id=86150","Six Chinese Stranded On Indonesian Island After Attempting To Reach Australia","$(document).ready( function() { if ($('#time-cont .time').length>0){ $('#time-cont .time').remove();} var offset = 8; if (offset == '') return; $('#time-cont').append('<div class=""time""></div>'); var options = { format:'<span class=\""dt\"">%A, %d %B %I:%M:%S %P</span>', timeNotation: '12h', am_pm: true, fontFamily: '', fontSize: '12px', foreground: 'black', background: '', utc:true, utc_offset: offset } $('#time-cont .time').jclock(options); });      GENERAL INQUIRY [email protected]  ADVERTISING [email protected]  PRESS RELEASE [email protected]  HOTLINE +673 222-0178 [Office Hour] +673 223-6740 [Fax]   The prayer times for Brunei-Muara and Temburong districts. For Tutong add 1 minute and for Belait add 3 minutes. Imsak : 04:34AM Subuh : 04:44AM Syuruk : 06:06AM Doha : 06:30AM Zohor : 12:18PM Asar : 03:40PM Maghrib : 06:27PM Isyak : 07:41PM      Home > Indonesia Six Chinese Stranded On Indonesian Island After Attempting To Reach Australia  Members of the Rote Ndao Police and Posal Papela check out a boat holding six Chinese residents who were stranded on Tuesday. The Australian Patrol boat previously drove the Chinese away from Australian territory into Indonesian waters.  January 30th, 2020 | 10:33 AM | 410 views ROTE ISLAND, EAST NUSA TENGGARA  Six Chinese nationals have been stranded on Rote Island, East Nusa Tenggara (NTT), following a failed attempt to reach Australia in a wooden boat.  Before going aground on the island's shore, the boat, which sailed from the coastal province of Jiangsu in China, has reportedly been floating in the waters near Rote Timur district after an Australian patrol vessel drove it away from its territory.  Rote Ndao Police chief Sr. Comr. Bambang Wibowo said the Chinese citizens — identified as Fan Shenghong, Cui Henggo, Hang Yongsheng, Wang Sisen, Han Baolin and Chu Kaishan — were still on board their boat as of Tuesday evening and were under police custody because they did not possess complete travel documents.  ""The [Chinese citizens] were previously questioned in the middle of the sea on board an Australian patrol boat for two nights before they finally got released and escorted to Indonesian waters,"" Bambang said on Tuesday.  Two Indonesians who accompanied the Chinese on the boat, identified as Aba and Madan — residents of East Flores and South Sulawesi, respectively — were questioned by the Rote Timur Police as they were accused of helping to smuggle the foreigners to neighboring Australia.  According to the police, the six Chinese nationals initially attempted to sail to Australia in a wooden boat identified as the KMP Indah. The journey took three nights.  After getting intercepted by the Australian authorities, the latter gave the Chinese nationals a new boat and two jerry cans of fuel after confiscating the KMP Indah.  However, they ran out of fuel just after arriving in Indonesian waters at about 8:15 a.m. Indonesian Central Time. They proceeded to drop anchor close to the FaiFua salt mine in East Rote district.  “They were found by two patrol boats from Polairud [a water and air police unit] and the Rote Navy base, which were patrolling together at that time. They found the Chinese residents when they were inspecting the boat,” Bambang said.  The police summoned health officers from Rote Ndao to see if the Chinese residents were infected by coronavirus.  “The result was negative,” he added.  The police are still coordinating with the Kupang immigration office to see if the Chinese residents could be moved to Kupang.   Source: courtesy of THE JAKARTA POST by Djemi Amnifu  If you have any stories or news that you would like to share with the global online community, please feel free to share it with us by contacting us directly at [email protected]  Signs Of Covid-19 Recovery In Sabah, Says Masidi 2022-05-18 11:28:18 Afghanistan: Inside A Secret School For Girls 2022-05-18 12:47:37 Burberry Boosts Profit As UK Trenchcoat Maker Moves Upmarket 2022-05-18 15:38:05 Today Yesterday This Week This Month This Year Total 184981 170086 484795 2776312 34461142 703886202 Since March 25, 2016    © Copyright 1999 - 2022 | Brunei's No. 1 News Website. All Rights Reserved. 1250-A, Jalan Tanjung Bunut,Jalan Tutong BF2920, Bandar Seri Begawan, Negara Brunei Darussalam ","AUS","chinese",0,0,0,0
"43",179,"https://www.dailymail.co.uk/news/article-7963137/A-Chinese-student-snuck-Australia-despite-coronavirus-ban-lying-immigration.html","Chinese student lied to enter Australia defying coronavirus ban","By Alisha Rouse For Daily Mail Australia Published: 00:23 EDT, 4 February 2020 | Updated: 12:29 EDT, 4 February 2020  47 View comments  A Chinese student who snuck into Australia has bragged about how he flouted the coronavirus travel ban, putting thousands in danger of contracting the deadly disease. He admitted to lying to immigration officials by claiming he arrived from Hong Kong, when he in fact flew to Sydney from mainland China. The government brought in emergency measures over the weekend which bar any passenger who has left or passed through mainland China from entering Australia. There are already 12 people in Australia with coronavirus, which has killed 362 worldwide and threatens to become a global pandemic. Daily Mail Australia alerted the Department of Home Affairs and the Australian Border Force to the breach, but did they did not respond to requests for comment. The student claimed he flew into Brisbane airport (pictured, other passengers arriving at the coastal airport before the ban) The student, whose name was given as Xiao K, started his journey in China, changing planes in Hong Kong before arriving in Brisbane. Revealing he lied on his yellow incoming passenger card, he bragged that he quickly crossed out 'China' as his place of departure and instead wrote 'Hong Kong'. Worryingly, he boasted that customs officials didn't even check his luggage. 'Fortunately, they were focusing on people. 'In the end, they didn't even check my suitcase.' The student admitted he had no idea about the China ban, but when he found out about it decided to flout the rules and enter Australia illegally (pictured, the first of series of texts) In an incriminating message (pictured) the student says he changed his arrival card to say 'Hong Kong' instead of 'China' as his original place of departure Passengers arriving in Australia are required under Australian law to identify themselves and provide certain information. When you arrive in Australia from a foreign country, you are given a passenger card to fill in. One of the boxes asks for the name of the 'country in which you boarded the flight'. But this Chinese student wrote 'Hong Kong' in this section, despite starting his journey in China. With this, he claims authorities did not question him and simply waved him through. If he had written 'China' in the box, he would have been stopped and questioned. The student claimed he didn't know about the ban when he first boarded a plane in an unknown Chinese airport. He claimed to have thought he would have to go into isolation for 14 days when on Australia soil, but was soon informed about the travel ban by a friend. Before going through immigration in Australian, he then exploited an airport loophole to change his arrival card. 'When I was clearing immigration a customs officer checked my arrival card,' he explained in a series of damning texts seen by Daily Mail Australia. 'Because I’d heard the news about the China entry after landing I’d changed mine to say Hong Kong. 'They looked at me and told me to go through a different channel with my luggage. 'They just let me go through.' He was then asked if he meant the immigration declaration card. The student admitted he was waved through immigration in a series of shocking text messages, which have been translated by Daily Mail Australia China has gone into lockdown after the virus claimed more than 400 lives (pictured, students in Beijing) Australia is one of many countries organising evacuation flights home (pictured, Singaporeans boarding a charter flight) The travel ban measures were announced on the same day Qantas (airline staff pictured on Friday) revealed plans to suspend its direct flights to mainland China He replied: 'Yes. The yellow one. I crossed off ""China"" and changed it to ""Hong Kong"".' Asked how he felt after flagrantly disregarding the rules, which are intended to keep Australians safe, he replied: 'Really lucky!' The Department of Foreign Affairs has raised its travel advice for China to the highest level of 'do not travel'. From February 1, foreign nationals who have left mainland China are not allowed entry into Australia. Visitors flying in from mainland China are being denied entry to Australia. Pictured are passengers at Brisbane Airport on Friday, just hours before the ban came into place Three more cases of coronavirus (pictured) confirmed on Saturday took Australia's tally to 12 The student claims he left China on February 1, just hours after the ban came into place, and arrived into Brisbane at 11.45pm. People arriving from mainland China, not just the Hubei province, are required to self-isolate for 14 days after they leave the country. But for this student, it was only a matter of hours - potentially leaving the public at serious risk of harm if he were to be infected. Permanent residents and their immediate family are still able to enter Australia, as well as airline crews who have been using appropriate personal protective equipment. The beefed up measures came on the same day three more coronavirus cases - one in Melbourne and two in South Australia - were confirmed, taking the national tally to 12. Qantas also announced on Saturday that it was suspending its two direct services to mainland China from February 9 until March 28. 'Our first responsibility is to Australians,' Mr Morrison told reporters on Saturday afternoon. 'As of Saturday, all travellers arriving out of mainland China are being asked to self-isolate for a period of 14 days from the time they depart the country. 'In addition to that, there'll be advanced screening and reception arrangements put into place at the major airports to facilitate identifying and providing this information and ensuring the appropriate precautions are being put in place,' Mr Morrison said. A man wearing a face mask cycles past the body of a man who collapsed and died on a pavement in Wuhan on January 30 (pictured), the city at the epicentre of the outbreak 'There's a half a million masks that will be provided to those airports to support those who are coming off these flights as well as those who are with those coming from those flights. 'There'll also be thermometers which are provided to those airports and we're working with those airport authorities now to ensure we can put those arrangements in place.' The announcement came just hours after two more victims of the virus were identified in South Australia. A Chinese couple in their 60s from the city of Wuhan, the epicentre of the outbreak, were visiting family in the state. SA Health Chief Public Health Officer Nicola Spurrier said: 'They have followed all of the procedures and information that they have been asked to through communicable disease control branch. People wearing face masks queue for hours at a cosmetic store on Monday to buy sanitary masks in Hong Kong amid fears of a coronavirus outbreak (pictured) 'They developed symptoms and were tested at a public hospital before self-isolating at home. 'We do not think there have been any contacts with anybody else in the state and they have been in self-isolation for the required time.' A fourth case in Victoria was also confirmed on Saturday. The woman aged is in her 20s, lives in Melbourne and is at home recovering. She returned from Wuhan on January 25 and fell ill two days later. The first Australian citizens evacuated from the Chinese city of Wuhan have landed on Christmas Island (pictured arriving in WA before transferring to a charter flight for last leg) Two Australians wore face masks as they spoke about their rescue flight out of Wuhan (pictured) Health authorities insisted she was not infectious on the flight, and has remained in isolation since being tested. The Chinese Centre for Disease Control and Prevention confirmed tests proved humans caught it the virus from animals at the Huanan Seafood Wholesales Market in Wuhan city. The highly-contagious virus has infected more than 17,000 people worldwide. It has been declared a global health emergency by the World Health Organisation (WHO). Footage emerged showing the Australian citizens aboard the Qantas rescue flight (pictured) which left Wuhan on Monday Those aboard the rescue flight from Wuhan were met by army and medics and taken to buses ahead of a 14-day quarantine on Christmas Island (pictured) Australia citizens trapped in Wuhan have now been evacuated and have landed on Christmas Island, where they will enter a quarantine for 14 days. It is understood that 72 people were on board the first of four charter flights expected to take more than 240 evacuees to the Indian Ocean island. The Airbus left Western Australia's RAAF Base Learmonth, near Exmouth, on Monday night, and touched down on Christmas Island about 9pm local time. Those on board were among the 243 who had earlier been evacuated from Wuhan, the epicentre of the deadly coronavirus, on a Qantas flight. NEW SOUTH WALES: 4 January 25 January 27 VICTORIA: 6 January 25 January 29 January 30 February 1 February 22 QUEENSLAND: 8 January 29 January 30 February 4 February 5 February 6 SOUTH AUSTRALIA: 3 February 1 WESTERN AUSTRALIA: 1 February 21   JAPAN: 15       Share what you think The comments below have been moderated in advance. The views expressed in the contents above are those of our users and do not necessarily reflect the views of MailOnline. We are no longer accepting comments on this article. Published by Associated Newspapers Ltd Part of the Daily Mail, The Mail on Sunday & Metro Media Group","AUS","chinese",0,0,0,0
"44",180,"https://www.news.com.au/travel/travel-updates/health-safety/i-crossed-off-china-and-changed-it-to-hong-kong-chinese-student-brags-about-sneaking-into-australia/news-story/f2fe5f3538959cc5bcd79d3185fb5aae","Coronavirus Australia: Chinese student â€˜snuck inâ€™ by lying on passenger card","NULL","AUS","chinese",0,0,0,0
