"","ID","URL","Title","body","Country","Group","Protest","Protest_Type","Discrim","Discrim_Type"
"243",NA,"","","NULL","","",NA,NA,NA,NA
"244",NA,"","","NULL","","",NA,NA,NA,NA
"245",NA,"","","NULL","","",NA,NA,NA,NA
"246",NA,"","","NULL","","",NA,NA,NA,NA
"247",NA,"","","NULL","","",NA,NA,NA,NA
"248",NA,"","","NULL","","",NA,NA,NA,NA
"249",NA,"","","NULL","","",NA,NA,NA,NA
"250",NA,"","","NULL","","",NA,NA,NA,NA
"251",NA,"","","NULL","","",NA,NA,NA,NA
"252",NA,"","","NULL","","",NA,NA,NA,NA
"253",NA,"","","NULL","","",NA,NA,NA,NA
"254",NA,"","","NULL","","",NA,NA,NA,NA
"255",NA,"","","NULL","","",NA,NA,NA,NA
"256",NA,"","","NULL","","",NA,NA,NA,NA
"257",NA,"","","NULL","","",NA,NA,NA,NA
"258",NA,"","","NULL","","",NA,NA,NA,NA
"259",NA,"","","NULL","","",NA,NA,NA,NA
"260",NA,"","","NULL","","",NA,NA,NA,NA
"261",NA,"","","NULL","","",NA,NA,NA,NA
"262",NA,"","","NULL","","",NA,NA,NA,NA
"263",NA,"","","NULL","","",NA,NA,NA,NA
"264",NA,"","","NULL","","",NA,NA,NA,NA
"265",NA,"","","NULL","","",NA,NA,NA,NA
"266",NA,"","","NULL","","",NA,NA,NA,NA
"267",NA,"","","NULL","","",NA,NA,NA,NA
"268",NA,"","","NULL","","",NA,NA,NA,NA
"269",NA,"","","NULL","","",NA,NA,NA,NA
"270",NA,"","","NULL","","",NA,NA,NA,NA
"271",NA,"","","NULL","","",NA,NA,NA,NA
"272",NA,"","","NULL","","",NA,NA,NA,NA
"273",NA,"","","NULL","","",NA,NA,NA,NA
"274",NA,"","","NULL","","",NA,NA,NA,NA
"275",NA,"","","NULL","","",NA,NA,NA,NA
"276",NA,"","","NULL","","",NA,NA,NA,NA
"277",NA,"","","NULL","","",NA,NA,NA,NA
"278",NA,"","","NULL","","",NA,NA,NA,NA
"279",NA,"","","NULL","","",NA,NA,NA,NA
"280",NA,"","","NULL","","",NA,NA,NA,NA
"281",NA,"","","NULL","","",NA,NA,NA,NA
"282",NA,"","","NULL","","",NA,NA,NA,NA
"283",NA,"","","NULL","","",NA,NA,NA,NA
"284",NA,"","","NULL","","",NA,NA,NA,NA
"285",NA,"","","NULL","","",NA,NA,NA,NA
"286",NA,"","","NULL","","",NA,NA,NA,NA
"287",NA,"","","NULL","","",NA,NA,NA,NA
"288",NA,"","","NULL","","",NA,NA,NA,NA
"289",NA,"","","NULL","","",NA,NA,NA,NA
"290",NA,"","","NULL","","",NA,NA,NA,NA
"291",NA,"","","NULL","","",NA,NA,NA,NA
"292",NA,"","","NULL","","",NA,NA,NA,NA
"293",NA,"","","NULL","","",NA,NA,NA,NA
"294",NA,"","","NULL","","",NA,NA,NA,NA
"295",NA,"","","NULL","","",NA,NA,NA,NA
"296",NA,"","","NULL","","",NA,NA,NA,NA
"297",NA,"","","NULL","","",NA,NA,NA,NA
"298",NA,"","","NULL","","",NA,NA,NA,NA
"299",NA,"","","NULL","","",NA,NA,NA,NA
"300",NA,"","","NULL","","",NA,NA,NA,NA
"301",NA,"","","NULL","","",NA,NA,NA,NA
"302",NA,"","","NULL","","",NA,NA,NA,NA
"303",NA,"","","NULL","","",NA,NA,NA,NA
"304",NA,"","","NULL","","",NA,NA,NA,NA
"305",NA,"","","NULL","","",NA,NA,NA,NA
"306",NA,"","","NULL","","",NA,NA,NA,NA
"307",NA,"","","NULL","","",NA,NA,NA,NA
"308",NA,"","","NULL","","",NA,NA,NA,NA
"309",NA,"","","NULL","","",NA,NA,NA,NA
"310",NA,"","","NULL","","",NA,NA,NA,NA
"311",NA,"","","NULL","","",NA,NA,NA,NA
"312",NA,"","","NULL","","",NA,NA,NA,NA
"313",NA,"","","NULL","","",NA,NA,NA,NA
"314",NA,"","","NULL","","",NA,NA,NA,NA
"315",NA,"","","NULL","","",NA,NA,NA,NA
"316",NA,"","","NULL","","",NA,NA,NA,NA
"317",NA,"","","NULL","","",NA,NA,NA,NA
"318",NA,"","","NULL","","",NA,NA,NA,NA
"319",NA,"","","NULL","","",NA,NA,NA,NA
"320",NA,"","","NULL","","",NA,NA,NA,NA
"321",NA,"","","NULL","","",NA,NA,NA,NA
"322",NA,"","","NULL","","",NA,NA,NA,NA
"323",NA,"","","NULL","","",NA,NA,NA,NA
"324",NA,"","","NULL","","",NA,NA,NA,NA
"325",NA,"","","NULL","","",NA,NA,NA,NA
"326",NA,"","","NULL","","",NA,NA,NA,NA
"327",NA,"","","NULL","","",NA,NA,NA,NA
"328",NA,"","","NULL","","",NA,NA,NA,NA
"329",NA,"","","NULL","","",NA,NA,NA,NA
"330",NA,"","","NULL","","",NA,NA,NA,NA
"331",NA,"","","NULL","","",NA,NA,NA,NA
"332",NA,"","","NULL","","",NA,NA,NA,NA
"333",NA,"","","NULL","","",NA,NA,NA,NA
"334",NA,"","","NULL","","",NA,NA,NA,NA
"335",NA,"","","NULL","","",NA,NA,NA,NA
"336",NA,"","","NULL","","",NA,NA,NA,NA
"337",NA,"","","NULL","","",NA,NA,NA,NA
"338",NA,"","","NULL","","",NA,NA,NA,NA
"339",NA,"","","NULL","","",NA,NA,NA,NA
"340",NA,"","","NULL","","",NA,NA,NA,NA
"341",NA,"","","NULL","","",NA,NA,NA,NA
"342",NA,"","","NULL","","",NA,NA,NA,NA
"343",NA,"","","NULL","","",NA,NA,NA,NA
"344",NA,"","","NULL","","",NA,NA,NA,NA
"345",NA,"","","NULL","","",NA,NA,NA,NA
"346",NA,"","","NULL","","",NA,NA,NA,NA
"347",NA,"","","NULL","","",NA,NA,NA,NA
"348",NA,"","","NULL","","",NA,NA,NA,NA
"349",NA,"","","NULL","","",NA,NA,NA,NA
"350",NA,"","","NULL","","",NA,NA,NA,NA
"351",NA,"","","NULL","","",NA,NA,NA,NA
"352",NA,"","","NULL","","",NA,NA,NA,NA
"353",NA,"","","NULL","","",NA,NA,NA,NA
"354",NA,"","","NULL","","",NA,NA,NA,NA
"355",NA,"","","NULL","","",NA,NA,NA,NA
"356",NA,"","","NULL","","",NA,NA,NA,NA
"357",NA,"","","NULL","","",NA,NA,NA,NA
"358",NA,"","","NULL","","",NA,NA,NA,NA
"359",NA,"","","NULL","","",NA,NA,NA,NA
"360",NA,"","","NULL","","",NA,NA,NA,NA
"361",NA,"","","NULL","","",NA,NA,NA,NA
"362",NA,"","","NULL","","",NA,NA,NA,NA
"363",NA,"","","NULL","","",NA,NA,NA,NA
"364",NA,"","","NULL","","",NA,NA,NA,NA
"365",NA,"","","NULL","","",NA,NA,NA,NA
"366",NA,"","","NULL","","",NA,NA,NA,NA
"367",NA,"","","NULL","","",NA,NA,NA,NA
"368",NA,"","","NULL","","",NA,NA,NA,NA
"369",NA,"","","NULL","","",NA,NA,NA,NA
"370",NA,"","","NULL","","",NA,NA,NA,NA
"371",NA,"","","NULL","","",NA,NA,NA,NA
"372",NA,"","","NULL","","",NA,NA,NA,NA
"373",NA,"","","NULL","","",NA,NA,NA,NA
"374",NA,"","","NULL","","",NA,NA,NA,NA
"375",NA,"","","NULL","","",NA,NA,NA,NA
"376",NA,"","","NULL","","",NA,NA,NA,NA
"377",NA,"","","NULL","","",NA,NA,NA,NA
"378",NA,"","","NULL","","",NA,NA,NA,NA
"379",NA,"","","NULL","","",NA,NA,NA,NA
"380",NA,"","","NULL","","",NA,NA,NA,NA
"381",NA,"","","NULL","","",NA,NA,NA,NA
"382",NA,"","","NULL","","",NA,NA,NA,NA
"383",NA,"","","NULL","","",NA,NA,NA,NA
"384",NA,"","","NULL","","",NA,NA,NA,NA
"385",NA,"","","NULL","","",NA,NA,NA,NA
"386",NA,"","","NULL","","",NA,NA,NA,NA
"387",NA,"","","NULL","","",NA,NA,NA,NA
"388",NA,"","","NULL","","",NA,NA,NA,NA
"389",NA,"","","NULL","","",NA,NA,NA,NA
"390",NA,"","","NULL","","",NA,NA,NA,NA
"391",NA,"","","NULL","","",NA,NA,NA,NA
"392",NA,"","","NULL","","",NA,NA,NA,NA
"393",NA,"","","NULL","","",NA,NA,NA,NA
"394",NA,"","","NULL","","",NA,NA,NA,NA
"395",NA,"","","NULL","","",NA,NA,NA,NA
"396",NA,"","","NULL","","",NA,NA,NA,NA
"397",NA,"","","NULL","","",NA,NA,NA,NA
"398",NA,"","","NULL","","",NA,NA,NA,NA
"399",NA,"","","NULL","","",NA,NA,NA,NA
"400",NA,"","","NULL","","",NA,NA,NA,NA
"401",NA,"","","NULL","","",NA,NA,NA,NA
"402",NA,"","","NULL","","",NA,NA,NA,NA
"403",NA,"","","NULL","","",NA,NA,NA,NA
"404",NA,"","","NULL","","",NA,NA,NA,NA
"405",NA,"","","NULL","","",NA,NA,NA,NA
"406",NA,"","","NULL","","",NA,NA,NA,NA
"407",NA,"","","NULL","","",NA,NA,NA,NA
"408",NA,"","","NULL","","",NA,NA,NA,NA
"409",NA,"","","NULL","","",NA,NA,NA,NA
"410",NA,"","","NULL","","",NA,NA,NA,NA
"411",NA,"","","NULL","","",NA,NA,NA,NA
"412",NA,"","","NULL","","",NA,NA,NA,NA
"413",NA,"","","NULL","","",NA,NA,NA,NA
"414",NA,"","","NULL","","",NA,NA,NA,NA
"415",NA,"","","NULL","","",NA,NA,NA,NA
"416",NA,"","","NULL","","",NA,NA,NA,NA
"417",NA,"","","NULL","","",NA,NA,NA,NA
"418",NA,"","","NULL","","",NA,NA,NA,NA
"419",NA,"","","NULL","","",NA,NA,NA,NA
"420",NA,"","","NULL","","",NA,NA,NA,NA
"421",NA,"","","NULL","","",NA,NA,NA,NA
"422",NA,"","","NULL","","",NA,NA,NA,NA
"423",NA,"","","NULL","","",NA,NA,NA,NA
"424",NA,"","","NULL","","",NA,NA,NA,NA
"425",NA,"","","NULL","","",NA,NA,NA,NA
"426",NA,"","","NULL","","",NA,NA,NA,NA
"427",NA,"","","NULL","","",NA,NA,NA,NA
"428",NA,"","","NULL","","",NA,NA,NA,NA
"429",NA,"","","NULL","","",NA,NA,NA,NA
"430",NA,"","","NULL","","",NA,NA,NA,NA
"431",NA,"","","NULL","","",NA,NA,NA,NA
"432",NA,"","","NULL","","",NA,NA,NA,NA
"433",NA,"","","NULL","","",NA,NA,NA,NA
"434",NA,"","","NULL","","",NA,NA,NA,NA
"435",NA,"","","NULL","","",NA,NA,NA,NA
"436",NA,"","","NULL","","",NA,NA,NA,NA
"437",NA,"","","NULL","","",NA,NA,NA,NA
"438",NA,"","","NULL","","",NA,NA,NA,NA
"439",NA,"","","NULL","","",NA,NA,NA,NA
"440",NA,"","","NULL","","",NA,NA,NA,NA
"441",NA,"","","NULL","","",NA,NA,NA,NA
"442",NA,"","","NULL","","",NA,NA,NA,NA
"443",NA,"","","NULL","","",NA,NA,NA,NA
"444",NA,"","","NULL","","",NA,NA,NA,NA
"445",NA,"","","NULL","","",NA,NA,NA,NA
"446",NA,"","","NULL","","",NA,NA,NA,NA
"447",NA,"","","NULL","","",NA,NA,NA,NA
"448",NA,"","","NULL","","",NA,NA,NA,NA
"449",NA,"","","NULL","","",NA,NA,NA,NA
"450",NA,"","","NULL","","",NA,NA,NA,NA
"451",NA,"","","NULL","","",NA,NA,NA,NA
"452",NA,"","","NULL","","",NA,NA,NA,NA
"453",NA,"","","NULL","","",NA,NA,NA,NA
"454",NA,"","","NULL","","",NA,NA,NA,NA
"455",NA,"","","NULL","","",NA,NA,NA,NA
"456",NA,"","","NULL","","",NA,NA,NA,NA
"457",NA,"","","NULL","","",NA,NA,NA,NA
"458",NA,"","","NULL","","",NA,NA,NA,NA
"459",NA,"","","NULL","","",NA,NA,NA,NA
"460",NA,"","","NULL","","",NA,NA,NA,NA
"461",NA,"","","NULL","","",NA,NA,NA,NA
"462",NA,"","","NULL","","",NA,NA,NA,NA
"463",NA,"","","NULL","","",NA,NA,NA,NA
"464",NA,"","","NULL","","",NA,NA,NA,NA
"465",NA,"","","NULL","","",NA,NA,NA,NA
"466",NA,"","","NULL","","",NA,NA,NA,NA
"467",NA,"","","NULL","","",NA,NA,NA,NA
"468",NA,"","","NULL","","",NA,NA,NA,NA
"469",NA,"","","NULL","","",NA,NA,NA,NA
"470",NA,"","","NULL","","",NA,NA,NA,NA
"471",NA,"","","NULL","","",NA,NA,NA,NA
"472",NA,"","","NULL","","",NA,NA,NA,NA
"473",NA,"","","NULL","","",NA,NA,NA,NA
"474",NA,"","","NULL","","",NA,NA,NA,NA
"475",NA,"","","NULL","","",NA,NA,NA,NA
"476",NA,"","","NULL","","",NA,NA,NA,NA
"477",NA,"","","NULL","","",NA,NA,NA,NA
"478",NA,"","","NULL","","",NA,NA,NA,NA
"479",NA,"","","NULL","","",NA,NA,NA,NA
"480",NA,"","","NULL","","",NA,NA,NA,NA
"481",NA,"","","NULL","","",NA,NA,NA,NA
"482",NA,"","","NULL","","",NA,NA,NA,NA
"483",NA,"","","NULL","","",NA,NA,NA,NA
"484",NA,"","","NULL","","",NA,NA,NA,NA
"485",NA,"","","NULL","","",NA,NA,NA,NA
"486",NA,"","","NULL","","",NA,NA,NA,NA
"487",NA,"","","NULL","","",NA,NA,NA,NA
"488",NA,"","","NULL","","",NA,NA,NA,NA
"489",NA,"","","NULL","","",NA,NA,NA,NA
"490",NA,"","","NULL","","",NA,NA,NA,NA
"491",NA,"","","NULL","","",NA,NA,NA,NA
"492",NA,"","","NULL","","",NA,NA,NA,NA
"493",NA,"","","NULL","","",NA,NA,NA,NA
"494",NA,"","","NULL","","",NA,NA,NA,NA
"495",NA,"","","NULL","","",NA,NA,NA,NA
"496",NA,"","","NULL","","",NA,NA,NA,NA
"497",NA,"","","NULL","","",NA,NA,NA,NA
"498",NA,"","","NULL","","",NA,NA,NA,NA
"499",NA,"","","NULL","","",NA,NA,NA,NA
"500",NA,"","","NULL","","",NA,NA,NA,NA
"501",NA,"","","NULL","","",NA,NA,NA,NA
"502",NA,"","","NULL","","",NA,NA,NA,NA
"503",NA,"","","NULL","","",NA,NA,NA,NA
"504",NA,"","","NULL","","",NA,NA,NA,NA
"505",NA,"","","NULL","","",NA,NA,NA,NA
"506",NA,"","","NULL","","",NA,NA,NA,NA
"507",NA,"","","NULL","","",NA,NA,NA,NA
"508",NA,"","","NULL","","",NA,NA,NA,NA
"509",NA,"","","NULL","","",NA,NA,NA,NA
"510",NA,"","","NULL","","",NA,NA,NA,NA
"511",NA,"","","NULL","","",NA,NA,NA,NA
"512",NA,"","","NULL","","",NA,NA,NA,NA
"513",NA,"","","NULL","","",NA,NA,NA,NA
"514",NA,"","","NULL","","",NA,NA,NA,NA
"515",NA,"","","NULL","","",NA,NA,NA,NA
"516",NA,"","","NULL","","",NA,NA,NA,NA
"517",NA,"","","NULL","","",NA,NA,NA,NA
"518",NA,"","","NULL","","",NA,NA,NA,NA
"519",NA,"","","NULL","","",NA,NA,NA,NA
"520",NA,"","","NULL","","",NA,NA,NA,NA
"521",NA,"","","NULL","","",NA,NA,NA,NA
"522",NA,"","","NULL","","",NA,NA,NA,NA
"523",NA,"","","NULL","","",NA,NA,NA,NA
"524",NA,"","","NULL","","",NA,NA,NA,NA
"525",NA,"","","NULL","","",NA,NA,NA,NA
"526",NA,"","","NULL","","",NA,NA,NA,NA
"527",NA,"","","NULL","","",NA,NA,NA,NA
"528",NA,"","","NULL","","",NA,NA,NA,NA
"529",NA,"","","NULL","","",NA,NA,NA,NA
"530",NA,"","","NULL","","",NA,NA,NA,NA
"531",NA,"","","NULL","","",NA,NA,NA,NA
"532",NA,"","","NULL","","",NA,NA,NA,NA
"533",NA,"","","NULL","","",NA,NA,NA,NA
"534",NA,"","","NULL","","",NA,NA,NA,NA
"535",NA,"","","NULL","","",NA,NA,NA,NA
"536",NA,"","","NULL","","",NA,NA,NA,NA
"537",NA,"","","NULL","","",NA,NA,NA,NA
"538",NA,"","","NULL","","",NA,NA,NA,NA
"539",NA,"","","NULL","","",NA,NA,NA,NA
"540",NA,"","","NULL","","",NA,NA,NA,NA
"541",NA,"","","NULL","","",NA,NA,NA,NA
"542",NA,"","","NULL","","",NA,NA,NA,NA
"543",NA,"","","NULL","","",NA,NA,NA,NA
"544",NA,"","","NULL","","",NA,NA,NA,NA
"545",NA,"","","NULL","","",NA,NA,NA,NA
"546",NA,"","","NULL","","",NA,NA,NA,NA
"547",NA,"","","NULL","","",NA,NA,NA,NA
"548",NA,"","","NULL","","",NA,NA,NA,NA
"549",NA,"","","NULL","","",NA,NA,NA,NA
"550",NA,"","","NULL","","",NA,NA,NA,NA
"551",NA,"","","NULL","","",NA,NA,NA,NA
"552",NA,"","","NULL","","",NA,NA,NA,NA
"553",NA,"","","NULL","","",NA,NA,NA,NA
"554",NA,"","","NULL","","",NA,NA,NA,NA
"555",NA,"","","NULL","","",NA,NA,NA,NA
"556",NA,"","","NULL","","",NA,NA,NA,NA
"557",NA,"","","NULL","","",NA,NA,NA,NA
"558",NA,"","","NULL","","",NA,NA,NA,NA
"559",NA,"","","NULL","","",NA,NA,NA,NA
"560",NA,"","","NULL","","",NA,NA,NA,NA
"561",NA,"","","NULL","","",NA,NA,NA,NA
"562",NA,"","","NULL","","",NA,NA,NA,NA
"563",NA,"","","NULL","","",NA,NA,NA,NA
"564",NA,"","","NULL","","",NA,NA,NA,NA
"565",NA,"","","NULL","","",NA,NA,NA,NA
"566",NA,"","","NULL","","",NA,NA,NA,NA
"567",NA,"","","NULL","","",NA,NA,NA,NA
"568",NA,"","","NULL","","",NA,NA,NA,NA
"569",NA,"","","NULL","","",NA,NA,NA,NA
"570",NA,"","","NULL","","",NA,NA,NA,NA
"571",NA,"","","NULL","","",NA,NA,NA,NA
"572",NA,"","","NULL","","",NA,NA,NA,NA
"573",NA,"","","NULL","","",NA,NA,NA,NA
"574",NA,"","","NULL","","",NA,NA,NA,NA
"575",NA,"","","NULL","","",NA,NA,NA,NA
"576",NA,"","","NULL","","",NA,NA,NA,NA
"577",NA,"","","NULL","","",NA,NA,NA,NA
"578",NA,"","","NULL","","",NA,NA,NA,NA
"579",NA,"","","NULL","","",NA,NA,NA,NA
"580",NA,"","","NULL","","",NA,NA,NA,NA
"581",NA,"","","NULL","","",NA,NA,NA,NA
"582",NA,"","","NULL","","",NA,NA,NA,NA
"583",NA,"","","NULL","","",NA,NA,NA,NA
"584",NA,"","","NULL","","",NA,NA,NA,NA
"585",NA,"","","NULL","","",NA,NA,NA,NA
"586",NA,"","","NULL","","",NA,NA,NA,NA
"587",NA,"","","NULL","","",NA,NA,NA,NA
"588",NA,"","","NULL","","",NA,NA,NA,NA
"589",NA,"","","NULL","","",NA,NA,NA,NA
"590",NA,"","","NULL","","",NA,NA,NA,NA
"591",NA,"","","NULL","","",NA,NA,NA,NA
"592",NA,"","","NULL","","",NA,NA,NA,NA
"593",NA,"","","NULL","","",NA,NA,NA,NA
"594",NA,"","","NULL","","",NA,NA,NA,NA
"595",NA,"","","NULL","","",NA,NA,NA,NA
"596",NA,"","","NULL","","",NA,NA,NA,NA
"597",NA,"","","NULL","","",NA,NA,NA,NA
"598",NA,"","","NULL","","",NA,NA,NA,NA
"599",NA,"","","NULL","","",NA,NA,NA,NA
"600",NA,"","","NULL","","",NA,NA,NA,NA
"601",NA,"","","NULL","","",NA,NA,NA,NA
"602",NA,"","","NULL","","",NA,NA,NA,NA
"603",NA,"","","NULL","","",NA,NA,NA,NA
"604",NA,"","","NULL","","",NA,NA,NA,NA
"605",NA,"","","NULL","","",NA,NA,NA,NA
"606",NA,"","","NULL","","",NA,NA,NA,NA
"607",NA,"","","NULL","","",NA,NA,NA,NA
"608",NA,"","","NULL","","",NA,NA,NA,NA
"609",NA,"","","NULL","","",NA,NA,NA,NA
"610",NA,"","","NULL","","",NA,NA,NA,NA
"611",NA,"","","NULL","","",NA,NA,NA,NA
"612",NA,"","","NULL","","",NA,NA,NA,NA
"613",NA,"","","NULL","","",NA,NA,NA,NA
"614",NA,"","","NULL","","",NA,NA,NA,NA
"615",NA,"","","NULL","","",NA,NA,NA,NA
"616",NA,"","","NULL","","",NA,NA,NA,NA
"617",NA,"","","NULL","","",NA,NA,NA,NA
"618",NA,"","","NULL","","",NA,NA,NA,NA
"619",NA,"","","NULL","","",NA,NA,NA,NA
"620",NA,"","","NULL","","",NA,NA,NA,NA
"621",NA,"","","NULL","","",NA,NA,NA,NA
"622",NA,"","","NULL","","",NA,NA,NA,NA
"623",NA,"","","NULL","","",NA,NA,NA,NA
"624",NA,"","","NULL","","",NA,NA,NA,NA
"625",NA,"","","NULL","","",NA,NA,NA,NA
"626",NA,"","","NULL","","",NA,NA,NA,NA
"627",NA,"","","NULL","","",NA,NA,NA,NA
"628",NA,"","","NULL","","",NA,NA,NA,NA
"629",NA,"","","NULL","","",NA,NA,NA,NA
"630",NA,"","","NULL","","",NA,NA,NA,NA
"631",NA,"","","NULL","","",NA,NA,NA,NA
"632",NA,"","","NULL","","",NA,NA,NA,NA
"633",NA,"","","NULL","","",NA,NA,NA,NA
"634",NA,"","","NULL","","",NA,NA,NA,NA
"635",NA,"","","NULL","","",NA,NA,NA,NA
"636",NA,"","","NULL","","",NA,NA,NA,NA
"637",NA,"","","NULL","","",NA,NA,NA,NA
"638",NA,"","","NULL","","",NA,NA,NA,NA
"639",NA,"","","NULL","","",NA,NA,NA,NA
"640",NA,"","","NULL","","",NA,NA,NA,NA
"641",NA,"","","NULL","","",NA,NA,NA,NA
"642",NA,"","","NULL","","",NA,NA,NA,NA
"643",NA,"","","NULL","","",NA,NA,NA,NA
"644",NA,"","","NULL","","",NA,NA,NA,NA
"645",NA,"","","NULL","","",NA,NA,NA,NA
"646",NA,"","","NULL","","",NA,NA,NA,NA
"647",NA,"","","NULL","","",NA,NA,NA,NA
"648",NA,"","","NULL","","",NA,NA,NA,NA
"649",NA,"","","NULL","","",NA,NA,NA,NA
"650",NA,"","","NULL","","",NA,NA,NA,NA
"651",NA,"","","NULL","","",NA,NA,NA,NA
"652",NA,"","","NULL","","",NA,NA,NA,NA
"653",NA,"","","NULL","","",NA,NA,NA,NA
"654",NA,"","","NULL","","",NA,NA,NA,NA
"655",NA,"","","NULL","","",NA,NA,NA,NA
"656",NA,"","","NULL","","",NA,NA,NA,NA
"657",NA,"","","NULL","","",NA,NA,NA,NA
"658",NA,"","","NULL","","",NA,NA,NA,NA
"659",NA,"","","NULL","","",NA,NA,NA,NA
"660",NA,"","","NULL","","",NA,NA,NA,NA
"661",NA,"","","NULL","","",NA,NA,NA,NA
"662",NA,"","","NULL","","",NA,NA,NA,NA
"663",NA,"","","NULL","","",NA,NA,NA,NA
"664",NA,"","","NULL","","",NA,NA,NA,NA
"665",NA,"","","NULL","","",NA,NA,NA,NA
"666",NA,"","","NULL","","",NA,NA,NA,NA
"667",NA,"","","NULL","","",NA,NA,NA,NA
"668",NA,"","","NULL","","",NA,NA,NA,NA
"669",NA,"","","NULL","","",NA,NA,NA,NA
"670",NA,"","","NULL","","",NA,NA,NA,NA
"671",NA,"","","NULL","","",NA,NA,NA,NA
"672",NA,"","","NULL","","",NA,NA,NA,NA
"673",NA,"","","NULL","","",NA,NA,NA,NA
"674",NA,"","","NULL","","",NA,NA,NA,NA
"675",NA,"","","NULL","","",NA,NA,NA,NA
"676",NA,"","","NULL","","",NA,NA,NA,NA
"677",NA,"","","NULL","","",NA,NA,NA,NA
"678",NA,"","","NULL","","",NA,NA,NA,NA
"679",NA,"","","NULL","","",NA,NA,NA,NA
"680",NA,"","","NULL","","",NA,NA,NA,NA
"681",NA,"","","NULL","","",NA,NA,NA,NA
"682",NA,"","","NULL","","",NA,NA,NA,NA
"683",NA,"","","NULL","","",NA,NA,NA,NA
"684",NA,"","","NULL","","",NA,NA,NA,NA
"685",NA,"","","NULL","","",NA,NA,NA,NA
"686",NA,"","","NULL","","",NA,NA,NA,NA
"687",NA,"","","NULL","","",NA,NA,NA,NA
"688",NA,"","","NULL","","",NA,NA,NA,NA
"689",NA,"","","NULL","","",NA,NA,NA,NA
"690",NA,"","","NULL","","",NA,NA,NA,NA
"691",NA,"","","NULL","","",NA,NA,NA,NA
"692",NA,"","","NULL","","",NA,NA,NA,NA
"693",NA,"","","NULL","","",NA,NA,NA,NA
"694",NA,"","","NULL","","",NA,NA,NA,NA
"695",NA,"","","NULL","","",NA,NA,NA,NA
"696",NA,"","","NULL","","",NA,NA,NA,NA
"697",NA,"","","NULL","","",NA,NA,NA,NA
"698",NA,"","","NULL","","",NA,NA,NA,NA
"699",NA,"","","NULL","","",NA,NA,NA,NA
"700",NA,"","","NULL","","",NA,NA,NA,NA
"701",NA,"","","NULL","","",NA,NA,NA,NA
"702",NA,"","","NULL","","",NA,NA,NA,NA
"703",NA,"","","NULL","","",NA,NA,NA,NA
"704",NA,"","","NULL","","",NA,NA,NA,NA
"705",NA,"","","NULL","","",NA,NA,NA,NA
"706",NA,"","","NULL","","",NA,NA,NA,NA
"707",NA,"","","NULL","","",NA,NA,NA,NA
"708",NA,"","","NULL","","",NA,NA,NA,NA
"709",NA,"","","NULL","","",NA,NA,NA,NA
"710",NA,"","","NULL","","",NA,NA,NA,NA
"711",NA,"","","NULL","","",NA,NA,NA,NA
"712",NA,"","","NULL","","",NA,NA,NA,NA
"713",NA,"","","NULL","","",NA,NA,NA,NA
"714",NA,"","","NULL","","",NA,NA,NA,NA
"715",NA,"","","NULL","","",NA,NA,NA,NA
"716",NA,"","","NULL","","",NA,NA,NA,NA
"717",NA,"","","NULL","","",NA,NA,NA,NA
"718",NA,"","","NULL","","",NA,NA,NA,NA
"719",NA,"","","NULL","","",NA,NA,NA,NA
"720",NA,"","","NULL","","",NA,NA,NA,NA
"721",NA,"","","NULL","","",NA,NA,NA,NA
"722",NA,"","","NULL","","",NA,NA,NA,NA
"723",NA,"","","NULL","","",NA,NA,NA,NA
"724",NA,"","","NULL","","",NA,NA,NA,NA
"725",NA,"","","NULL","","",NA,NA,NA,NA
"726",NA,"","","NULL","","",NA,NA,NA,NA
"727",NA,"","","NULL","","",NA,NA,NA,NA
"728",NA,"","","NULL","","",NA,NA,NA,NA
"729",NA,"","","NULL","","",NA,NA,NA,NA
"730",NA,"","","NULL","","",NA,NA,NA,NA
"731",NA,"","","NULL","","",NA,NA,NA,NA
"732",NA,"","","NULL","","",NA,NA,NA,NA
"733",NA,"","","NULL","","",NA,NA,NA,NA
"734",NA,"","","NULL","","",NA,NA,NA,NA
"735",NA,"","","NULL","","",NA,NA,NA,NA
"736",NA,"","","NULL","","",NA,NA,NA,NA
"737",NA,"","","NULL","","",NA,NA,NA,NA
"738",NA,"","","NULL","","",NA,NA,NA,NA
"739",NA,"","","NULL","","",NA,NA,NA,NA
"740",NA,"","","NULL","","",NA,NA,NA,NA
"741",NA,"","","NULL","","",NA,NA,NA,NA
"742",NA,"","","NULL","","",NA,NA,NA,NA
"743",NA,"","","NULL","","",NA,NA,NA,NA
"744",NA,"","","NULL","","",NA,NA,NA,NA
"745",NA,"","","NULL","","",NA,NA,NA,NA
"746",NA,"","","NULL","","",NA,NA,NA,NA
"747",NA,"","","NULL","","",NA,NA,NA,NA
"748",NA,"","","NULL","","",NA,NA,NA,NA
"749",NA,"","","NULL","","",NA,NA,NA,NA
"750",NA,"","","NULL","","",NA,NA,NA,NA
"751",NA,"","","NULL","","",NA,NA,NA,NA
"752",NA,"","","NULL","","",NA,NA,NA,NA
"753",NA,"","","NULL","","",NA,NA,NA,NA
"754",NA,"","","NULL","","",NA,NA,NA,NA
"755",NA,"","","NULL","","",NA,NA,NA,NA
"756",NA,"","","NULL","","",NA,NA,NA,NA
"757",NA,"","","NULL","","",NA,NA,NA,NA
"758",NA,"","","NULL","","",NA,NA,NA,NA
