ID,URL,Title,body,body,Country,Group,Protest,Protest_Typ,Discrim,Discrim_Type
2765,https://www.therahnuma.com/meet-syed-adnan-hussain-the-hyderabadi-origin-hero-who-helped-arrange-a-rescue-flight-for-over-100-stranded-iraqis/,"Meet Syed Adnan Hussain, the Hyderabadi-origin hero who helped arrange a rescue flight for over 100 stranded Iraqi's",,,none,none,0,0,0,0
2800,https://www.iq.undp.org/content/iraq/en/home/blog/from-symptoms-to-solutions--new-local-innovation-helps-iraqi-com.html,From symptoms to solutions â€“ new local innovation helps Iraqi communities manage Coronavirus concerns,,,none,none,0,0,0,0
2806,https://cpj.org/2020/04/iraqi-regulator-suspends-reuters-license-for-3-mon/,Iraqi regulator suspends Reutersâ€™ license for 3 months over COVID-19 report - Committee to Protect Journalists,,,none,none,0,0,0,0
2820,https://southfront.org/iraqi-armed-group-threatens-uk-u-s-ambassadors-in-iraq/,"Iraqi Armed Group Threatens UK, U.S. Ambassadors In Iraq",,,none,none,0,0,0,0
2884,https://anfenglishmobile.com/kurdistan/isis-members-attack-iraqi-soldiers-in-maxmur-region-43123,ISIS members attack Iraqi soldiers in Maxmur region,,,none,none,0,0,0,0
2898,https://www.youtube.com/watch?v=WFmZPV1gEuA,The Iraqi Space Rocket Launching (AL Abid)1989,,,none,none,0,0,0,0
2902,https://asiatimes.com/2020/04/covid-19-kills-father-of-modern-iraqi-architecture/,Covid-19 kills father of modern Iraqi architecture,,,none,none,0,0,0,0
2903,https://ekurd.net/iraqi-kurdistan-government-krg-2020-04-25,Iraqi Kurdistan government KRG and the spread of COVID-19,,,none,none,0,3,0,0
2910,https://www.al-monitor.com/originals/2020/04/iraq-pm-kadhimi-push-form-government-salih-iran-us.html,Iraqi PM-designate meets with officials in push to form â€˜government that serves the publicâ€™,,,none,none,0,3,0,0
2918,https://timesofindia.indiatimes.com/world/middle-east/father-of-modern-iraqi-architecture-dies-of-covid-19/articleshow/75098010.cms,Father of modern Iraqi architecture dies of COVID-19 - Times of India,,,none,none,0,0,0,0
